"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","16.7.4","Number of Adolscent / Adult deaths due to Other Fever Related","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","1.2.6","Number of PW given one Albendazole tablet after 1st  trimester","M1 [Ante Natal Care (ANC)]","328","3","331","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","1","NA","1","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","4.3.2.a","Post Abortion/ MTP Complications Identified","M4 [Pregnancy outcome & details of new-born]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","8.1.1","Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","8.17.5","Deaths following male sterilization","M8 [Family Planning]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","10.7","Childhood Diseases - Tuberculosis (TB)","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","12.1.3.b","Out of registered, Boys received counselling","M12 [Adolscent Health]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","14.1.7","Outpatient - Ophthalmic Related","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","16.7.6","Number of Adolscent / Adult deaths due to Heart disease/Hypertension related","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","10.2","Childhood Diseases - Asthma","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","3","3","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","12.1.2.b","Out of registered, Boys received clinical services","M12 [Adolscent Health]","0","0","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","328","NA","328","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","5.1","Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)","M5 [Complicated Pregnancies]","22","NA","22","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","11.2.2","Kala Azar Positive Cases","M11 [NVBDCP]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","11.3.2","Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","14.3.1.b","Inpatient (Male)- Adults","M14 [Patient Services]","68","NA","68","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","14.4.4","Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections","M14 [Patient Services]","0","11","11","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","16.2.2","Infant Deaths up to 4 weeks due to Asphyxia","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","16.7.7","Number of Adolscent / Adult deaths due to Cancer","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","10.14","Childhood Diseases - Severe Acute Malnutrition (SAM)","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Silchar Urban","2019-2020","February","1.2.6","Number of PW given one Albendazole tablet after 1st  trimester","M1 [Ante Natal Care (ANC)]","286","0","131","155"
"Assam","Cachar","Silchar Urban","2019-2020","February","10.5","Childhood Diseases - Pertussis","M10 [Number of cases of Childhood Diseases (0-5 years)]","1","0","1","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","10.12","Childhood Diseases - Diarrhoea treated in Inpatients","M10 [Number of cases of Childhood Diseases (0-5 years)]","44","0","44","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","14.1.7","Outpatient - Ophthalmic Related","M14 [Patient Services]","2332","0","2332","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","14.1.8","Outpatient - Dental","M14 [Patient Services]","1011","0","1011","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","14.12.4","Outborn - Female","M14 [Patient Services]","66","0","66","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","16.5.2","Number of Maternal Deaths due to High fever","M16 [Details of deaths reported with probable causes:]","0","0","0","0"
"Assam","Cachar","Silchar Urban","2019-2020","February","16.7.4","Number of Adolscent / Adult deaths due to Other Fever Related","M16 [Details of deaths reported with probable causes:]","2","0","2","0"
"Assam","Cachar","Sonai BPHC","2019-2020","February","1.1","Total number of pregnant women registered for ANC","M1 [Ante Natal Care (ANC)]","548","0","548","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","1.2.7","Number of PW received 4 or more ANC check ups","M1 [Ante Natal Care (ANC)]","480","0","480","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","6.1","Women receiving 1st post partum checkup within 48 hours of home delivery","M6 [Post Natal Care (PNC)]","14","0","14","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","8.17.1","Complications following male sterilization","M8 [Family Planning]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","1.6.1.b","Out of above, number of PW found sero positive for syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","2.2.1","Out of total institutional deliveries number of women discharged within 48 hours of delivery","M2 [Deliveries]","8","0","8","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","10.6","Childhood Diseases - Tetanus Neonatorum","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","14.20","Patient Satisfaction Score of the facility in percentage (from Mera Aspatal)","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","15.3.1.a","Male HIV - Number Tested","M15 [Laboratory Testing]","2","0","2","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","15.3.2.b","Female Non ANC HIV - Number Positive","M15 [Laboratory Testing]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","16.7.3","Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB)","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","10.14","Childhood Diseases - Severe Acute Malnutrition (SAM)","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.5.4","Children more than 16 years received TT16","M9 [CHILD IMMUNISATION]","126","NA","126","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","16.3.3","Number of Infant Deaths (1 -12 months) due to Fever related","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","1.2.3","Number of PW given TT Booster","M1 [Ante Natal Care (ANC)]","56","0","56","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","16.7.12","Number of Adolscent / Adult deaths due to Known Acute Disease","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","7.1.2","New RTI/STI cases identified - Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.19","Total number of blood units issued in year","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.7.2","Number of Adolscent / Adult deaths due to Tuberculosis","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","8.14","Number of Centchroman (weekly) pill strips distributed","M8 [Family Planning]","17","0","17","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","10.13","Children admitted with upper respiratory infections","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","6","6","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","1.1.1","Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)","M1 [Ante Natal Care (ANC)]","315","NA","315","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","1.6.1.a","Number of PW tested using POC test for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","58","NA","58","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","8.17.4","Failures following female sterilization","M8 [Family Planning]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","9.1.11","Child immunisation - OPV2","M9 [CHILD IMMUNISATION]","437","NA","437","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","9.3.3","Child immunisation - JE 1st dose","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","9.7.3","Number of Immunisation sessions where ASHAs were present","M9 [CHILD IMMUNISATION]","166","NA","166","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","9.11","Number of severely underweight children provided Health Checkup (0-5 yrs)","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","15.3.3.c","Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)","M15 [Laboratory Testing]","0","NA","0","NA"
"Assam","Cachar","Jalalpur BPHC","2019-2020","February","16.8.3","Number of Deaths due to Kala Azar","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","2","3","5","NA"
"Assam","Cachar","Lakhipur BPHC","2019-2020","February","4.1.2","Number of Pre term newborns ( < 37 weeks of pregnancy)","M4 [Pregnancy outcome & details of new-born]","8","5","13","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","1.5.3","Number of PW given insulin out of total tested positive for GDM","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","9.2.2","Child immunisation (9-11months) - Measles 1st dose","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","9.3.1","Child immunisation - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","0","0","0","NA"
"Assam","Cachar","Silchar Urban","2019-2020","February","15.3.1.b","Male HIV - Number Positive","M15 [Laboratory Testing]","26","0","26","0"
"Assam","Cachar","Sonai BPHC","2019-2020","February","9.1.4","Child immunisation - DPT2","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","14.6.7","Emergency - CVA ( Cerebovascular Disease)","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Sonai BPHC","2019-2020","February","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","14.6.4","Emergency - Snake Bite","M14 [Patient Services]","0","NA","0","NA"
"Assam","Cachar","Udarbond BPHC","2019-2020","February","10.14","Childhood Diseases - Severe Acute Malnutrition (SAM)","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","1.6.2.e","Number of babies treated for congenital Syphilis","M1 [Ante Natal Care (ANC)]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","2.1.2","Number of PW given Tablet Misoprostol during home delivery","M2 [Deliveries]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","14.1.9","Outpatient - Oncology","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","14.6.5","Emergency - Acute Caridiac Emergencies","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","14.8.7","Number of blood transfusions done","M14 [Patient Services]","0","0","0","NA"
"Assam","Cachar","Bikrampur BPHC","2019-2020","February","16.7.11","Number of Adolscent / Adult deaths due to Animal bites and stings","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","9.5.2","Children more than 5 years received DPT5 (2nd Booster)","M9 [CHILD IMMUNISATION]","311","NA","311","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.1.5","Outpatient - Mental illness","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.4.2","Inpatient - Dengue","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","14.8.4","Operation minor (No or local anaesthesia)","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","16.3.5","Number of Infant Deaths (1 -12 months) due to Others","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","16.5.1","Number of Maternal Deaths due to Bleeding","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","16.5.5","Number of Maternal Deaths due to Severe hypertesnion/fits","M16 [Details of deaths reported with probable causes:]","NA","NA","NA","NA"
"Assam","Cachar","Borkhola BPHC","2019-2020","February","15.3.4.d","Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis","M15 [Laboratory Testing]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","10.4","Childhood Diseases - Diphtheria","M10 [Number of cases of Childhood Diseases (0-5 years)]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","12.1.2.b","Out of registered, Boys received clinical services","M12 [Adolscent Health]","NA","NA","NA","NA"
"Assam","Cachar","Dholai BPHC","2019-2020","February","14.17","Stock out rate of essential Drugs","M14 [Patient Services]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","4.4.3","Number of Newborns breast fed within 1 hour of birth ","M4 [Pregnancy outcome & details of new-born]","72","88","160","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","9.1.14","Child immunisation - Hepatitis-B1","M9 [CHILD IMMUNISATION]","NA","NA","NA","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","9.4.5","Child immunisation - Measles, Mumps, Rubella (MMR) Vaccine","M9 [CHILD IMMUNISATION]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.1.2","Outpatient - Hypertension","M14 [Patient Services]","25","17","42","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.12.3","Outborn – Male","M14 [Patient Services]","NA","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","14.12.5","Number of newborns admitted in SNCU - referred by ASHA","M14 [Patient Services]","NA","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","15.3.2.a","Female Non ANC HIV - Number Tested","M15 [Laboratory Testing]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.7.1","Number of Adolscent / Adult deaths due to Diarrhoeal diseases","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Assam","Cachar","Harinagar BPHC","2019-2020","February","16.7.9","Number of Adolscent / Adult deaths due to Accidents/Burn cases","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
